Zone;Sub Zone;Category;Date;Count;Location
Canada;Alberta;Confirmed;2020-03-18;97;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-07-17;9219;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-03-19;119;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-02-17;0;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-04-28;4850;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-04-24;4017;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-01-24;0;53.9333,-116.5765
Canada;British Columbia;Confirmed;2020-08-17;4358;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-10-08;10066;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-07-22;3328;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-05-02;2171;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-10-02;9381;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-10-21;12057;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-06-01;2597;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-03-05;13;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-08-09;3934;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-09-09;6591;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-08-11;4111;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-12-02;34728;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-09-25;8641;53.7267,-127.6476
Canada;Diamond Princess;Confirmed;2020-07-20;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-11-04;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-09-10;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-11-11;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-02-13;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-10-27;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-04-10;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-07-07;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-09-16;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-07-14;0;0.0,0.0
Canada;Grand Princess;Confirmed;2020-05-25;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-10-28;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-08-28;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-06-15;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-07-09;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-04-07;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-04-06;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-04-14;13;0.0,0.0
Canada;Manitoba;Confirmed;2020-07-24;384;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-04-19;254;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-07-30;409;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-11-28;16118;53.7609,-98.8139
Canada;New Brunswick;Confirmed;2020-10-16;297;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-07-29;170;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-06-12;154;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-03-29;66;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-03-17;8;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-10-10;258;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-07-18;168;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-04-02;91;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-05-29;128;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-11-28;481;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-10-06;205;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-08-24;189;46.5653,-66.4619
Canada;Newfoundland and Labrador;Confirmed;2020-04-15;247;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-07-19;262;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-02-12;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-10-09;279;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-06-20;261;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-11-10;297;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-07-26;266;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-02-01;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-08-11;268;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-04-24;256;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-09-26;272;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-05-06;259;53.1355,-57.6604
Canada;Northwest Territories;Confirmed;2020-07-16;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-03-11;0;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-08-25;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-11-07;10;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-10-15;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-11-10;10;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-07-18;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-05-06;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-06-14;5;64.8255,-124.8457
Canada;Nova Scotia;Confirmed;2020-07-24;1067;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-08-27;1081;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-04-29;935;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-11-13;1136;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-01-31;0;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-08-06;1071;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-03-09;0;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-06-30;1062;44.682,-63.7443
Canada;Nunavut;Confirmed;2020-01-26;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-06-17;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-07-20;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-10-02;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-09-04;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-03-01;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-09-23;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-07-14;0;70.2998,-83.1076
Canada;Ontario;Confirmed;2020-07-24;40341;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-01-27;1;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-04-16;9840;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-10-05;57238;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-03-14;79;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-04-22;13718;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-10-07;58202;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-04-17;10456;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-08-14;42412;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-11-07;85991;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-04-25;15012;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-29;28700;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-09-23;50273;51.2538,-85.3232
Canada;Prince Edward Island;Confirmed;2020-04-03;22;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-05-31;27;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-04-09;25;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-09-07;51;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-09-13;55;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-07-31;36;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-08-28;44;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-11-27;70;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-09-04;46;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-02-02;0;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-07-30;36;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-10-06;61;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-10-23;64;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-10-19;63;46.5107,-63.4168
Canada;Quebec;Confirmed;2020-06-18;54383;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-09-20;67542;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-06-22;54835;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-11-29;141038;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-10-31;106016;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-05-06;34334;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-07-25;58414;52.9399,-73.5491
Canada;Repatriated Travellers;Confirmed;2020-05-31;0;
Canada;Repatriated Travellers;Confirmed;2020-02-16;0;
Canada;Repatriated Travellers;Confirmed;2020-06-18;0;
Canada;Repatriated Travellers;Confirmed;2020-09-13;0;
Canada;Repatriated Travellers;Confirmed;2020-07-28;0;
Canada;Repatriated Travellers;Confirmed;2020-05-05;0;
Canada;Repatriated Travellers;Confirmed;2020-06-03;0;
Canada;Repatriated Travellers;Confirmed;2020-09-04;0;
Canada;Repatriated Travellers;Confirmed;2020-02-28;0;
Canada;Repatriated Travellers;Confirmed;2020-04-02;0;
Canada;Repatriated Travellers;Confirmed;2020-08-11;0;
Canada;Repatriated Travellers;Confirmed;2020-08-22;0;
Canada;Repatriated Travellers;Confirmed;2020-09-15;0;
Canada;Repatriated Travellers;Confirmed;2020-08-15;0;
Canada;Saskatchewan;Confirmed;2020-03-11;0;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-09-13;1726;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-04-08;260;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-06-13;664;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-06-25;759;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-03-17;7;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-02-20;0;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-10-30;3066;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-03-31;184;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-01-31;0;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-08-06;1387;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-07-01;785;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-03-13;2;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-11-30;8564;52.9399,-106.4509
Canada;Yukon;Confirmed;2020-04-27;11;64.2823,-135.0
Canada;Yukon;Confirmed;2020-09-03;15;64.2823,-135.0
Canada;Yukon;Confirmed;2020-02-09;0;64.2823,-135.0
Canada;Yukon;Confirmed;2020-03-25;0;64.2823,-135.0
Canada;Yukon;Confirmed;2020-06-04;11;64.2823,-135.0
Canada;Yukon;Confirmed;2020-02-20;0;64.2823,-135.0
Canada;Yukon;Confirmed;2020-08-09;15;64.2823,-135.0
Canada;Yukon;Confirmed;2020-09-09;15;64.2823,-135.0
Canada;Yukon;Confirmed;2020-11-18;25;64.2823,-135.0
Canada;Alberta;Deaths;2020-04-03;13;53.9333,-116.5765
Canada;Alberta;Deaths;2020-07-20;170;53.9333,-116.5765
Canada;Alberta;Deaths;2020-03-23;1;53.9333,-116.5765
Canada;Alberta;Deaths;2020-02-16;0;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-28;237;53.9333,-116.5765
Canada;Alberta;Deaths;2020-07-21;172;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-20;227;53.9333,-116.5765
Canada;Alberta;Deaths;2020-02-02;0;53.9333,-116.5765
Canada;Alberta;Deaths;2020-04-25;73;53.9333,-116.5765
Canada;Alberta;Deaths;2020-06-11;149;53.9333,-116.5765
Canada;Alberta;Deaths;2020-07-25;178;53.9333,-116.5765
Canada;Alberta;Deaths;2020-11-30;541;53.9333,-116.5765
Canada;British Columbia;Deaths;2020-01-25;0;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-11-19;321;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-05-08;127;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-06-18;168;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-05-30;164;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-09-24;227;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-02-21;0;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-08-01;195;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-06-26;174;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-11-07;276;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-05-23;157;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-05-18;143;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-04-14;69;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-11-26;384;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-09-27;230;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-05-26;161;53.7267,-127.6476
Canada;Diamond Princess;Deaths;2020-07-27;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-07-16;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-04-03;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-08-31;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-08-07;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-06-16;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-09-07;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-06-27;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-10-16;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-05-30;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-10-11;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-08-01;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-04-17;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-09-04;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-05-29;1;0.0,0.0
Canada;Grand Princess;Deaths;2020-07-08;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-04-09;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-06-16;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-07-12;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-08-28;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-08-05;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-01-22;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-08-14;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-09-28;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-02-13;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-10-25;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-07-15;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-10-22;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-10-17;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-04-01;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-08-21;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-11-28;0;0.0,0.0
Canada;Manitoba;Deaths;2020-10-08;27;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-03-11;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-15;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-07-05;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-09-04;16;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-03-05;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-29;0;53.7609,-98.8139
Canada;New Brunswick;Deaths;2020-04-27;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-08-31;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-08;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-01-25;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-03-11;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-11-04;6;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-02-19;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-09-20;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-01-30;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-10-21;4;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-11-03;6;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-11-27;7;46.5653,-66.4619
Canada;Newfoundland and Labrador;Deaths;2020-10-08;4;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-08-27;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-03-20;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-09-14;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-03-29;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-03-24;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-02-17;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-09-01;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-04-17;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-04-12;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-10-12;4;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-06-11;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-10-24;4;53.1355,-57.6604
Canada;Northwest Territories;Deaths;2020-11-19;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-03-23;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-02-16;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-02-05;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-10-05;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-07-17;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-09-24;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-06-28;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-06-01;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-05-20;0;64.8255,-124.8457
Canada;Nova Scotia;Deaths;2020-04-27;24;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-03-23;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-09-03;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-05-28;59;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-10-29;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-08-05;64;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-01-28;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-06-15;62;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-11-22;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-02-14;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-02-10;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-05-06;41;44.682,-63.7443
Canada;Nunavut;Deaths;2020-07-24;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-04-09;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-10-28;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-06-08;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-04-16;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-09-13;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-07-17;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-08-25;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-06-15;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-10-15;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-03-05;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-08-02;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-04-25;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-09-06;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-09-26;0;70.2998,-83.1076
Canada;Ontario;Deaths;2020-07-19;2794;51.2538,-85.3232
Canada;Ontario;Deaths;2020-07-06;2743;51.2538,-85.3232
Canada;Ontario;Deaths;2020-04-04;94;51.2538,-85.3232
Canada;Ontario;Deaths;2020-03-17;1;51.2538,-85.3232
Canada;Ontario;Deaths;2020-05-03;1326;51.2538,-85.3232
Canada;Ontario;Deaths;2020-07-01;2734;51.2538,-85.3232
Canada;Ontario;Deaths;2020-08-10;2832;51.2538,-85.3232
Canada;Ontario;Deaths;2020-09-09;2862;51.2538,-85.3232
Canada;Ontario;Deaths;2020-07-14;2769;51.2538,-85.3232
Canada;Prince Edward Island;Deaths;2020-02-23;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-04-15;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-03-12;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-07-31;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-08-14;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-11-29;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-11-11;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-06-10;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-08-09;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-10-14;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-06-14;0;46.5107,-63.4168
Canada;Quebec;Deaths;2020-04-23;1243;52.9399,-73.5491
Canada;Quebec;Deaths;2020-01-31;0;52.9399,-73.5491
Canada;Quebec;Deaths;2020-02-29;0;52.9399,-73.5491
Canada;Quebec;Deaths;2020-10-18;6038;52.9399,-73.5491
Canada;Quebec;Deaths;2020-09-26;5821;52.9399,-73.5491
Canada;Repatriated Travellers;Deaths;2020-02-23;0;
Canada;Repatriated Travellers;Deaths;2020-07-04;0;
Canada;Repatriated Travellers;Deaths;2020-07-23;0;
Canada;Repatriated Travellers;Deaths;2020-06-12;0;
Canada;Repatriated Travellers;Deaths;2020-05-30;0;
Canada;Repatriated Travellers;Deaths;2020-03-21;0;
Canada;Repatriated Travellers;Deaths;2020-04-11;0;
Canada;Repatriated Travellers;Deaths;2020-04-04;0;
Canada;Repatriated Travellers;Deaths;2020-06-15;0;
Canada;Repatriated Travellers;Deaths;2020-02-20;0;
Canada;Repatriated Travellers;Deaths;2020-11-27;0;
Canada;Repatriated Travellers;Deaths;2020-10-18;0;
Canada;Saskatchewan;Deaths;2020-07-19;15;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-02-06;0;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-07-05;14;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-03-20;0;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-04-20;4;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-07-10;15;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-09-12;24;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-06-15;13;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-10-12;25;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-02-18;0;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-04-24;4;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-06-29;13;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-10-01;24;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-08-18;22;52.9399,-106.4509
Canada;Yukon;Deaths;2020-03-12;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-04-16;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-07-02;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-07-28;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-04-11;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-08-01;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-07-09;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-10-15;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-06-28;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-01-23;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-06-07;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-10-17;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-07-30;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-09-26;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-07-07;0;64.2823,-135.0
Canada;;Recovered;2020-09-03;117277;56.1304,-106.3468
Canada;;Recovered;2020-10-28;191723;56.1304,-106.3468
Canada;;Recovered;2020-02-24;3;56.1304,-106.3468
Canada;;Recovered;2020-02-27;6;56.1304,-106.3468
Canada;;Recovered;2020-03-14;8;56.1304,-106.3468
Canada;;Recovered;2020-04-08;4154;56.1304,-106.3468
Canada;;Recovered;2020-10-03;140711;56.1304,-106.3468
Canada;;Recovered;2020-02-20;1;56.1304,-106.3468
Canada;;Recovered;2020-11-12;230429;56.1304,-106.3468
Canada;;Recovered;2020-04-24;15149;56.1304,-106.3468
Canada;;Recovered;2020-02-10;0;56.1304,-106.3468
Canada;;Recovered;2020-06-29;68698;56.1304,-106.3468
Canada;;Recovered;2020-08-16;110202;56.1304,-106.3468
Canada;Alberta;Deaths;2020-08-27;237;53.9333,-116.5765
Canada;Alberta;Deaths;2020-04-18;51;53.9333,-116.5765
Canada;Alberta;Deaths;2020-07-09;161;53.9333,-116.5765
Canada;Alberta;Deaths;2020-04-12;40;53.9333,-116.5765
Canada;Alberta;Deaths;2020-05-14;121;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-13;220;53.9333,-116.5765
Canada;Alberta;Deaths;2020-09-04;242;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-02;196;53.9333,-116.5765
Canada;Alberta;Deaths;2020-07-30;195;53.9333,-116.5765
Canada;British Columbia;Deaths;2020-06-06;167;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-10-04;238;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-02-05;0;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-07-23;190;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-03-20;8;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-08-25;203;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-10-02;238;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-01-31;0;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-06-23;170;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-03-13;1;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-10-01;235;53.7267,-127.6476
Canada;Diamond Princess;Deaths;2020-06-18;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-02-08;0;0.0,0.0
Canada;Diamond Princess;Deaths;2020-02-17;0;0.0,0.0
Canada;Diamond Princess;Deaths;2020-07-21;1;0.0,0.0
