Zone;Sub Zone;Category;Date;Count;Location
Canada;Diamond Princess;Deaths;2020-06-20;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-11-22;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-10-15;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-01-31;0;0.0,0.0
Canada;Diamond Princess;Deaths;2020-11-03;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-07-18;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-10-13;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-11-09;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-04-21;1;0.0,0.0
Canada;Grand Princess;Deaths;2020-06-17;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-11-01;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-04-08;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-04-29;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-05-17;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-07-09;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-03-07;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-02-20;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-06-28;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-11-17;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-02-25;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-09-15;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-02-26;0;0.0,0.0
Canada;Manitoba;Deaths;2020-07-20;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-24;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-07-22;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-04-29;6;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-09-02;14;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-10-10;32;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-06-01;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-05-13;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-06-29;7;53.7609,-98.8139
Canada;New Brunswick;Deaths;2020-11-23;7;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-05-16;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-01-28;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-04-17;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-03;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-15;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-04-25;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-05-19;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-06-29;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-02-04;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-03-02;0;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-25;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-08-24;2;46.5653,-66.4619
Canada;Newfoundland and Labrador;Deaths;2020-04-30;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-06-16;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-02-08;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-10-28;4;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-05-21;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-07-10;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-11-22;4;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-11-25;4;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-07-15;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-09-04;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-03-05;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-07-26;3;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-03-09;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-02-10;0;53.1355,-57.6604
Canada;Newfoundland and Labrador;Deaths;2020-09-06;3;53.1355,-57.6604
Canada;Northwest Territories;Deaths;2020-07-20;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-07-19;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-11-21;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-11-10;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-03-08;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-11-25;0;64.8255,-124.8457
Canada;Northwest Territories;Deaths;2020-02-02;0;64.8255,-124.8457
Canada;Nova Scotia;Deaths;2020-07-27;63;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-04-16;3;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-04-04;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-03-17;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-11-29;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-03-08;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-01-29;0;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-10-22;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-07-26;63;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-09-19;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-10-23;65;44.682,-63.7443
Canada;Nova Scotia;Deaths;2020-10-19;65;44.682,-63.7443
Canada;Nunavut;Deaths;2020-09-03;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-06-24;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-04-17;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-05-17;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-03-27;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-05-15;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-08-29;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-02-25;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-09-05;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-11-18;0;70.2998,-83.1076
Canada;Nunavut;Deaths;2020-09-15;0;70.2998,-83.1076
Canada;Ontario;Deaths;2020-02-08;0;51.2538,-85.3232
Canada;Ontario;Deaths;2020-09-07;2862;51.2538,-85.3232
Canada;Ontario;Deaths;2020-07-31;2819;51.2538,-85.3232
Canada;Ontario;Deaths;2020-10-07;3039;51.2538,-85.3232
Canada;Ontario;Deaths;2020-03-31;33;51.2538,-85.3232
Canada;Ontario;Deaths;2020-05-14;1915;51.2538,-85.3232
Canada;Ontario;Deaths;2020-10-14;3071;51.2538,-85.3232
Canada;Ontario;Deaths;2020-06-29;2726;51.2538,-85.3232
Canada;Prince Edward Island;Deaths;2020-11-19;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-03-16;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-02-15;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-03-30;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-02-09;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-05-17;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-03-03;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-05-15;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-05-29;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-09-06;0;46.5107,-63.4168
Canada;Prince Edward Island;Deaths;2020-10-24;0;46.5107,-63.4168
Canada;Quebec;Deaths;2020-05-31;4641;52.9399,-73.5491
Canada;Quebec;Deaths;2020-05-07;2632;52.9399,-73.5491
Canada;Quebec;Deaths;2020-07-12;5627;52.9399,-73.5491
Canada;Quebec;Deaths;2020-11-25;6915;52.9399,-73.5491
Canada;Quebec;Deaths;2020-07-26;5667;52.9399,-73.5491
Canada;Quebec;Deaths;2020-04-13;360;52.9399,-73.5491
Canada;Quebec;Deaths;2020-06-14;5222;52.9399,-73.5491
Canada;Repatriated Travellers;Deaths;2020-01-25;0;
Canada;Repatriated Travellers;Deaths;2020-08-07;0;
Canada;Repatriated Travellers;Deaths;2020-09-11;0;
Canada;Repatriated Travellers;Deaths;2020-09-24;0;
Canada;Repatriated Travellers;Deaths;2020-06-13;0;
Canada;Repatriated Travellers;Deaths;2020-10-20;0;
Canada;Repatriated Travellers;Deaths;2020-02-28;0;
Canada;Repatriated Travellers;Deaths;2020-04-10;0;
Canada;Saskatchewan;Deaths;2020-09-03;24;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-10-09;24;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-10-11;25;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-05-14;7;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-11-27;44;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-06-05;11;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-11-24;37;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-07-25;16;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-09-16;24;52.9399,-106.4509
Canada;Saskatchewan;Deaths;2020-06-14;13;52.9399,-106.4509
Canada;Yukon;Deaths;2020-06-06;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-01-25;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-08-17;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-09-20;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-08-03;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-10-10;0;64.2823,-135.0
Canada;Yukon;Deaths;2020-06-01;0;64.2823,-135.0
Canada;;Recovered;2020-09-29;135765;56.1304,-106.3468
Canada;;Recovered;2020-05-31;49213;56.1304,-106.3468
Canada;;Recovered;2020-05-25;44651;56.1304,-106.3468
Canada;;Recovered;2020-02-06;0;56.1304,-106.3468
Canada;;Recovered;2020-08-12;108829;56.1304,-106.3468
Canada;;Recovered;2020-02-09;0;56.1304,-106.3468
Canada;;Recovered;2020-07-17;98281;56.1304,-106.3468
Canada;;Recovered;2020-11-08;218279;56.1304,-106.3468
Canada;;Recovered;2020-10-20;174514;56.1304,-106.3468
Canada;;Recovered;2020-10-23;180626;56.1304,-106.3468
Canada;;Recovered;2020-06-14;60668;56.1304,-106.3468
Canada;Alberta;Confirmed;2020-04-30;5355;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-08-04;11146;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-02-09;0;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-11-14;38338;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-08-20;12501;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-03-27;542;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-06-30;8108;53.9333,-116.5765
Canada;Alberta;Confirmed;2020-09-23;17032;53.9333,-116.5765
Canada;British Columbia;Confirmed;2020-03-11;39;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-09-07;6162;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-05-12;2360;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-04-22;1795;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-08-05;3834;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-07-10;3053;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-11-16;22945;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-05-04;2224;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-10-10;10185;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-04-28;2053;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-04-24;1853;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-10-13;10734;53.7267,-127.6476
Canada;British Columbia;Confirmed;2020-09-30;9138;53.7267,-127.6476
Canada;Diamond Princess;Confirmed;2020-07-16;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-03-23;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-01-27;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-01-28;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-09-12;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-06-04;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-06-21;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-06-28;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-07-01;0;0.0,0.0
Canada;Diamond Princess;Confirmed;2020-11-30;0;0.0,0.0
Canada;Grand Princess;Confirmed;2020-04-15;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-07-16;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-01-25;0;0.0,0.0
Canada;Grand Princess;Confirmed;2020-09-03;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-02-05;0;0.0,0.0
Canada;Grand Princess;Confirmed;2020-02-15;0;0.0,0.0
Canada;Grand Princess;Confirmed;2020-03-20;10;0.0,0.0
Canada;Grand Princess;Confirmed;2020-09-14;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-11-01;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-05-30;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-03-21;10;0.0,0.0
Canada;Grand Princess;Confirmed;2020-10-30;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-08-02;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-08-11;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-04-10;13;0.0,0.0
Canada;Grand Princess;Confirmed;2020-05-27;13;0.0,0.0
Canada;Manitoba;Confirmed;2020-11-20;12919;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-04-09;221;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-05-21;290;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-09-01;1232;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-11-29;16483;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-11-11;9308;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-07-21;366;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-03-27;39;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-04-07;217;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-08-29;1155;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-06-09;300;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-07-01;325;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-11-12;9782;53.7609,-98.8139
Canada;Manitoba;Confirmed;2020-06-05;300;53.7609,-98.8139
Canada;New Brunswick;Confirmed;2020-07-08;165;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-09-21;196;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-04-09;108;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-10-08;225;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-11-14;364;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-11-13;358;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-09-27;200;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-06-10;151;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-08-10;176;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-06-23;165;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-04-01;81;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-11-24;450;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-10-18;310;46.5653,-66.4619
Canada;New Brunswick;Confirmed;2020-08-16;186;46.5653,-66.4619
Canada;Newfoundland and Labrador;Confirmed;2020-07-24;265;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-06-22;261;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-10-02;275;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-08-14;268;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-07-09;261;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-05-23;260;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-12-02;340;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-10-06;277;53.1355,-57.6604
Canada;Newfoundland and Labrador;Confirmed;2020-10-19;287;53.1355,-57.6604
Canada;Northwest Territories;Confirmed;2020-04-27;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-08-04;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-11-23;15;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-02-05;0;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-06-08;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-03-25;0;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-05-05;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-04-08;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-05-30;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-03-07;0;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-03-05;0;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-08-23;5;64.8255,-124.8457
Canada;Northwest Territories;Confirmed;2020-04-24;5;64.8255,-124.8457
Canada;Nova Scotia;Confirmed;2020-08-17;1075;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-07-22;1067;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-03-30;127;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-10-31;1109;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-07-26;1067;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-06-11;1061;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-02-01;0;44.682,-63.7443
Canada;Nova Scotia;Confirmed;2020-02-04;0;44.682,-63.7443
Canada;Nunavut;Confirmed;2020-06-02;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-09-22;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-09-11;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-02-15;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-08-30;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-03-24;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-04-08;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-04-11;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-06-26;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-07-18;0;70.2998,-83.1076
Canada;Nunavut;Confirmed;2020-04-13;0;70.2998,-83.1076
Canada;Ontario;Confirmed;2020-04-09;5759;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-08;20826;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-06-16;34174;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-25;27302;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-11-04;82687;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-09-12;46323;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-17;23974;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-10;21469;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-04-06;4347;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-11-03;81686;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-08-13;42313;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-09-27;52134;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-08-09;41962;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-05-26;27624;51.2538,-85.3232
Canada;Ontario;Confirmed;2020-08-15;42501;51.2538,-85.3232
Canada;Prince Edward Island;Confirmed;2020-04-27;26;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-05-28;27;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-06-22;27;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-04-18;26;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-04-11;25;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-09-12;55;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-05-10;27;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-11-22;68;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-09-18;57;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-02-04;0;46.5107,-63.4168
Canada;Prince Edward Island;Confirmed;2020-10-26;64;46.5107,-63.4168
Canada;Quebec;Confirmed;2020-09-11;64463;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-02-27;0;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-03-21;181;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-01-22;0;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-04-17;16798;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-08-14;61004;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-10-10;85191;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-02-02;0;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-04-25;23267;52.9399,-73.5491
Canada;Quebec;Confirmed;2020-11-09;115989;52.9399,-73.5491
Canada;Repatriated Travellers;Confirmed;2020-03-30;0;
Canada;Repatriated Travellers;Confirmed;2020-06-22;0;
Canada;Repatriated Travellers;Confirmed;2020-11-01;0;
Canada;Repatriated Travellers;Confirmed;2020-09-12;0;
Canada;Repatriated Travellers;Confirmed;2020-03-08;0;
Canada;Repatriated Travellers;Confirmed;2020-08-23;0;
Canada;Repatriated Travellers;Confirmed;2020-08-21;0;
Canada;Saskatchewan;Confirmed;2020-11-19;5651;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-03-16;7;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-03-19;16;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-05-16;591;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-06-03;647;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-10-21;2496;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-07-03;796;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-11-06;3623;52.9399,-106.4509
Canada;Saskatchewan;Confirmed;2020-07-14;876;52.9399,-106.4509
Canada;Yukon;Confirmed;2020-03-14;0;64.2823,-135.0
Canada;Yukon;Confirmed;2020-09-28;15;64.2823,-135.0
Canada;Yukon;Confirmed;2020-11-22;32;64.2823,-135.0
Canada;Yukon;Confirmed;2020-02-11;0;64.2823,-135.0
Canada;Yukon;Confirmed;2020-10-26;22;64.2823,-135.0
Canada;;Recovered;2020-04-09;5162;56.1304,-106.3468
Canada;;Recovered;2020-02-08;0;56.1304,-106.3468
Canada;;Recovered;2020-02-15;1;56.1304,-106.3468
Canada;;Recovered;2020-02-19;1;56.1304,-106.3468
Canada;;Recovered;2020-07-05;70772;56.1304,-106.3468
Canada;;Recovered;2020-05-21;41731;56.1304,-106.3468
Canada;;Recovered;2020-10-02;139817;56.1304,-106.3468
Canada;;Recovered;2020-04-29;20327;56.1304,-106.3468
Canada;;Recovered;2020-11-17;248859;56.1304,-106.3468
Canada;;Recovered;2020-04-21;13188;56.1304,-106.3468
Canada;Alberta;Deaths;2020-01-26;0;53.9333,-116.5765
Canada;Alberta;Deaths;2020-05-31;143;53.9333,-116.5765
Canada;Alberta;Deaths;2020-10-07;281;53.9333,-116.5765
Canada;Alberta;Deaths;2020-09-01;241;53.9333,-116.5765
Canada;Alberta;Deaths;2020-11-22;471;53.9333,-116.5765
Canada;Alberta;Deaths;2020-10-15;288;53.9333,-116.5765
Canada;Alberta;Deaths;2020-10-12;283;53.9333,-116.5765
Canada;Alberta;Deaths;2020-05-18;128;53.9333,-116.5765
Canada;Alberta;Deaths;2020-11-27;519;53.9333,-116.5765
Canada;Alberta;Deaths;2020-10-27;309;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-10;213;53.9333,-116.5765
Canada;Alberta;Deaths;2020-05-26;139;53.9333,-116.5765
Canada;Alberta;Deaths;2020-04-02;13;53.9333,-116.5765
Canada;Alberta;Deaths;2020-10-13;286;53.9333,-116.5765
Canada;Alberta;Deaths;2020-08-15;221;53.9333,-116.5765
Canada;British Columbia;Deaths;2020-06-27;174;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-03-30;19;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-07-28;194;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-04-08;43;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-09-02;209;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-09-04;211;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-07-26;191;53.7267,-127.6476
Canada;British Columbia;Deaths;2020-04-05;38;53.7267,-127.6476
Canada;Diamond Princess;Deaths;2020-04-27;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-05-08;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-07-04;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-07-19;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-05-28;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-02-07;0;0.0,0.0
Canada;Diamond Princess;Deaths;2020-04-05;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-04-02;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-06-23;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-06-29;1;0.0,0.0
Canada;Diamond Princess;Deaths;2020-08-24;1;0.0,0.0
Canada;Grand Princess;Deaths;2020-05-08;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-05-28;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-03-18;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-07-06;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-05-10;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-11-12;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-10-01;0;0.0,0.0
Canada;Grand Princess;Deaths;2020-05-06;0;0.0,0.0
Canada;Manitoba;Deaths;2020-07-27;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-09-21;18;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-08;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-05;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-03-20;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-09-20;16;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-06-12;7;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-08-14;8;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-01-29;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-02-02;0;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-08-10;8;53.7609,-98.8139
Canada;Manitoba;Deaths;2020-10-26;55;53.7609,-98.8139
Canada;New Brunswick;Deaths;2020-10-04;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-08-07;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-29;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-17;2;46.5653,-66.4619
Canada;New Brunswick;Deaths;2020-07-31;2;46.5653,-66.4619
